u,g,r,i,z,redshift
21.47399,19.44512,17.73906,17.1325,16.65807,0.27360028
19.20834,18.25179,17.8527,17.54103,17.39107,0.085638955
18.25423,17.38314,17.17289,16.92506,16.88502,0.060620114
19.38732,17.50994,16.65401,16.25174,15.90866,0.07187007
19.92622,17.97048,16.95697,16.54491,16.19209,0.11304446
20.66406,18.84423,17.37459,16.78337,16.40571,0.24182272
20.47253,18.84791,17.36343,16.80002,16.44392,0.23608267
20.74,18.74866,17.69089,17.16852,16.74353,0.14432693
20.37581,18.7668,17.52003,16.98268,16.55984,0.18069766
19.87491,18.05115,17.16015,16.72715,16.40192,0.09169186
20.02591,18.22773,17.36993,16.97161,16.59613,0.09124941
20.38926,18.61233,17.68343,17.30383,16.98875,0.10456629
19.9198,18.35962,17.51843,17.07103,16.7529,0.1258005
19.65192,17.86541,16.72383,16.19711,15.81521,0.12526041
18.77964,17.42079,16.78193,16.44502,16.24463,0.07769514
16.50365,15.04961,14.37863,14.01463,13.80297,0.028216181
18.118,16.23566,15.38587,14.97379,14.6335,0.05114985
18.09347,16.64638,16.2786,16.01951,15.91285,0.040669575
19.42922,17.40608,16.35946,15.90547,15.53674,0.11032084
18.0727,16.74584,16.22043,16.0102,15.91334,0.043512706
19.5605,17.98548,17.16683,16.73794,16.44259,0.08565747
19.5758,18.20717,17.45741,17.05112,16.70085,0.116314754
19.18457,18.1578,17.75779,17.49462,17.35596,0.060910407
19.57777,17.64736,16.64298,16.17669,15.77897,0.10722868
20.36023,18.64928,17.78559,17.29044,16.98713,0.11095514
18.79922,17.53968,16.99773,16.69445,16.56562,0.07520278
19.62915,18.27491,17.57183,17.21396,16.96807,0.10593774
20.2621,18.31135,17.35253,16.93503,16.5981,0.10577777
18.93657,17.77444,17.30377,17.04812,16.81853,0.062309254
19.76376,18.2368,17.45058,17.01663,16.81292,0.10669611
19.54502,18.31407,17.7968,17.48536,17.29293,0.07713923
19.90876,17.84492,16.94226,16.51667,16.19065,0.09769132
18.43778,17.18195,16.72015,16.44724,16.20733,0.05219326
19.45844,17.97879,17.13424,16.65293,16.28403,0.10967838
20.22434,18.55899,17.71094,17.34306,17.02789,0.1087363
20.0306,18.40081,17.56588,17.12684,16.75031,0.10848362
18.6646,17.19997,16.48347,16.07859,15.79147,0.085858494
19.20674,17.88571,17.43436,17.15767,17.10452,0.061124057
20.97508,19.047,17.7816,17.28137,16.86949,0.18666343
20.28363,18.41281,17.4313,17.007,16.69222,0.113955125
18.36828,16.99073,16.30312,15.92283,15.66318,0.07937133
19.73649,17.95879,17.02017,16.56692,16.18917,0.104112536
19.14302,16.99388,15.96904,15.55009,15.18516,0.096238114
20.31083,18.22048,17.01472,16.53028,16.22125,0.1620044
19.37964,17.48654,16.48109,15.8941,15.39635,0.110096686
17.59441,15.96547,15.31137,14.98409,14.58245,0.04519299
20.59642,18.78557,17.62858,17.17669,16.85835,0.1677402
20.11948,18.43105,17.52121,17.11227,16.78718,0.110037
21.81149,19.52583,17.74829,17.09609,16.73222,0.27690586
18.94749,17.8455,17.34234,17.06587,16.8372,0.06812202
20.32614,18.3193,17.2521,16.83286,16.45482,0.12534465
17.32942,15.33019,14.43103,14.34647,13.67784,0.0407362
18.88456,17.67689,17.10235,16.76032,16.53592,0.08640813
19.31439,18.05478,17.47929,17.19803,16.94044,0.08224378
19.86445,18.41572,17.55354,17.19018,16.86719,0.14093469
20.0034,17.86444,16.8827,16.47439,16.10349,0.11275097
19.29734,17.86729,17.07243,16.66227,16.50587,0.10932759
20.41653,18.48344,17.16489,16.65685,16.26295,0.19527182
20.9075,18.80066,17.57849,17.09118,16.71492,0.1742075
20.5746,18.58403,17.55858,17.11379,16.77884,0.13018832
16.73313,14.90407,14.04991,13.63144,13.28447,0.031293295
16.93182,15.59774,14.92392,14.55238,14.22353,0.03619542
17.1801,16.01745,15.54078,15.26497,15.07336,0.044236265
20.99606,18.77894,17.27852,16.72544,16.35805,0.23858921
20.13532,18.24008,17.27086,16.82341,16.46258,0.11333247
19.04555,17.57475,16.7348,16.26665,15.9162,0.09746047
18.9837,17.59593,16.97267,16.53735,16.27347,0.09355556
20.10587,18.40591,17.45263,17.01178,16.6311,0.11783429
19.40382,18.14574,17.4894,17.16862,16.91086,0.09126814
21.17151,19.1858,17.7184,17.16462,16.76111,0.23485723
19.11058,17.3404,16.40968,15.99583,15.64774,0.082341015
19.43547,17.64162,16.80006,16.4332,16.12624,0.08080749
20.56394,18.69712,17.69731,17.28013,16.92869,0.12798938
21.19817,18.8673,17.5273,17.05157,16.6361,0.19141427
19.72803,17.73868,16.8162,16.39469,16.04519,0.0994649
20.40864,18.35762,17.32776,16.88291,16.53712,0.12901154
19.14206,17.22111,16.34493,15.93153,15.59419,0.074195415
20.3943,18.16827,17.21453,16.67002,16.30193,0.1108445
19.57669,17.91861,17.07792,16.6801,16.3944,0.07551439
18.68343,17.03937,16.35916,15.941,15.63423,0.047733556
20.89406,18.89709,17.71676,17.21946,16.82318,0.16531387
20.9317,18.80479,17.72755,17.22986,16.85362,0.13876781
18.97461,17.29535,16.46932,16.02963,15.68961,0.081275836
21.39844,19.32212,17.85845,17.40424,16.95864,0.23298788
18.90988,17.28031,16.73364,16.46431,16.34812,0.07707393
17.82705,16.61749,16.14189,15.80466,15.61815,0.047080908
20.52469,18.83322,17.78668,17.26854,16.91573,0.15531933
18.70385,17.72908,17.34952,17.00459,16.91335,0.06477251
19.70217,17.51706,16.48131,16.01771,15.64152,0.10476514
21.34689,18.89811,17.4266,16.90649,16.48654,0.23104677
19.31271,17.78848,16.90494,16.46512,16.12707,0.108296774
19.9088,18.15257,17.16412,16.71097,16.36425,0.117602445
18.87133,16.79453,15.85429,15.40107,15.03898,0.074899785
19.34102,17.52752,16.7343,16.49359,16.039,0.06594061
20.85004,18.66326,17.67699,17.25396,16.8961,0.12015538
19.24018,17.75459,16.85049,16.40922,16.05004,0.114243194
20.29094,18.23295,17.11044,16.58113,16.13574,0.14833581
19.81559,18.09269,17.36077,17.00551,16.74396,0.08504568
20.65772,18.33858,17.05034,16.54364,16.21698,0.18993843
18.73387,17.38939,16.59965,16.20066,15.918,0.093475305
20.01573,18.07429,16.83104,16.34004,15.96599,0.1668294
20.15443,18.34682,17.3587,16.90653,16.58972,0.11920463
20.8917,18.9837,17.81523,17.31083,16.9192,0.16746166
20.52699,18.68305,17.62099,17.18985,16.87561,0.14168188
19.42749,18.14406,17.49304,17.04192,16.84345,0.10064923
20.06983,18.39963,17.49157,16.96285,16.58466,0.12178955
20.4639,18.64336,17.59546,17.18673,16.86667,0.13059151
19.5393,18.42358,17.74297,17.37741,17.20737,0.123882845
19.04224,17.92518,17.527,17.25205,17.16022,0.0679874
18.91892,17.5113,16.93495,16.61257,16.39248,0.06328943
19.63814,17.78457,16.86771,16.45889,16.14801,0.10180042
20.07825,17.95214,16.80331,16.33006,15.94248,0.14532678
20.45922,18.5974,17.6011,17.16846,16.80047,0.1217582
20.77848,18.65225,17.40234,16.87404,16.48907,0.17456236
26.50945,18.55643,17.54259,17.08146,16.69721,0.13556151
19.83658,18.40401,17.77835,17.44368,17.2014,0.08622213
19.01362,17.15655,16.2612,15.85492,15.51267,0.07774177
19.817,18.55199,17.85279,17.40724,17.09548,0.14610003
18.73536,17.5629,16.99777,16.68596,16.51485,0.084564835
17.35885,15.47129,14.60977,14.19778,13.84564,0.035780538
21.90886,19.47802,18.50449,18.04417,17.60034,0.13868113
18.96706,17.37673,16.54333,16.11507,15.77856,0.08000384
24.1343,18.01592,16.94238,16.43637,16.09078,0.12093364
20.52598,18.55617,17.51024,17.03516,16.66898,0.13563362
21.01612,19.24869,18.02188,17.47632,17.06421,0.1555132
19.33106,17.48618,16.52489,16.07042,15.7099,0.08793935
20.13356,17.90396,16.72193,16.15571,15.69531,0.14010736
20.59816,18.76696,17.66857,17.1861,16.78188,0.15658312
24.37435,18.49804,17.39095,16.93585,16.58195,0.13628437
20.54416,18.57558,17.27538,16.74674,16.36615,0.20113477
18.12065,16.43718,15.62517,15.1777,14.833,0.05141621
18.35175,16.93407,16.22187,15.8092,15.5331,0.07414851
18.75439,17.0391,16.15592,15.69817,15.34296,0.07123149
18.59225,17.18076,16.47939,16.12555,15.83102,0.078021735
18.21065,16.86489,16.18172,15.8029,15.52993,0.06396597
17.87188,16.59478,16.06676,15.77196,15.55499,0.046290733
19.43113,17.71829,16.85386,16.39531,16.03669,0.09144639
19.12728,18.12593,17.6534,17.29172,17.17203,0.08361311
20.81163,18.85814,17.75023,17.2011,16.75734,0.14599635
15.31327,13.43552,12.52524,12.05793,11.65236,0.01167461
23.4092,18.24762,17.36823,16.88622,16.53661,0.11266974
19.64011,18.11746,17.36443,16.99131,16.68573,0.10734684
20.27252,18.47115,17.50858,17.09854,16.79245,0.12008147
16.85212,15.53151,14.80087,14.35852,14.06397,0.02693992
18.78071,17.48117,16.78165,16.43277,16.15875,0.08645292
19.313,18.13309,17.63296,17.28067,17.11674,0.08899056
20.11812,18.45038,17.5116,17.08174,16.7536,0.12781267
20.04075,18.38945,17.48643,16.94531,16.57945,0.122534
20.15076,18.4739,17.55021,17.07359,16.74408,0.12881064
19.90895,18.18164,17.05404,16.61573,16.21219,0.14871964
19.29662,18.1391,17.72389,17.44154,17.36158,0.060307328
20.75769,18.77397,17.50078,16.92741,16.59073,0.1889839
19.7543,17.5339,16.31991,15.84667,15.48677,0.14204533
20.11067,18.28184,17.12928,16.63319,16.27411,0.15451962
20.70414,18.59154,17.20311,16.69317,16.35225,0.21481106
18.65876,17.41099,16.9229,16.6045,16.47541,0.05718391
19.3773,17.96333,17.08111,16.6564,16.43291,0.111622505
18.86144,17.70118,17.25865,16.91228,16.76267,0.07285086
19.17457,18.12181,17.74352,17.41248,17.33447,0.07378213
17.35522,15.71313,14.99638,14.60859,14.37927,0.0394828
18.54272,17.44534,16.94315,16.58794,16.48072,0.058459815
18.73793,16.87585,15.93084,15.45964,15.07944,0.07145887
20.23928,18.35433,17.29097,16.8218,16.40302,0.1307244
21.09266,18.69149,17.35825,16.80048,16.39146,0.20038782
19.72162,18.32179,17.87943,17.62447,17.30527,0.06902789
21.51881,19.08805,17.73825,17.16613,16.76361,0.22032881
21.05654,19.66434,17.94833,17.3516,16.93638,0.22931452
20.16155,18.37011,17.66824,17.15755,16.9014,0.08533831
19.9002,18.42533,17.71149,17.303,16.98248,0.10552274
19.42658,18.32964,17.69551,17.33473,17.15397,0.13662033
21.05766,19.04417,17.81888,17.27512,16.88592,0.18593399
19.7928,18.60467,17.23384,17.16811,16.48003,0.18453236
19.71232,17.73689,16.8322,16.43443,16.1026,0.09888267
18.58053,17.22228,16.7265,16.40544,16.24975,0.070957035
19.00813,17.01861,15.87959,15.38267,14.97366,0.091263324
20.81043,18.91599,17.8842,17.51761,17.09359,0.12978658
18.86672,16.95013,15.97837,15.47183,15.22575,0.076882035
19.3696,17.80898,16.87532,16.3455,15.94929,0.11549789
19.96829,18.362,17.50631,17.07114,16.76913,0.12101101
20.53663,18.90538,17.8305,17.37209,17.00604,0.1501917
19.74207,18.30756,17.43789,17.01804,16.69521,0.123737335
19.24935,17.40296,16.41605,15.99282,15.61971,0.09142551
21.12951,18.67434,17.57537,16.96165,16.45249,0.1628717
19.73305,18.38966,17.71004,17.29319,17.00475,0.12141726
19.54887,18.07755,17.2574,16.80951,16.50549,0.11368681
20.90884,18.92045,17.7387,17.2779,16.90292,0.16868669
20.55447,18.57917,17.47191,16.97034,16.51081,0.14566517
17.46492,16.19273,15.70643,15.40577,15.17107,0.039953068
19.88173,18.34881,17.60701,17.21187,16.92095,0.114886284
19.86315,18.55606,17.58395,17.08469,16.74712,0.1696928
20.31127,18.24249,17.19098,16.74959,16.36793,0.12569898
20.21967,18.18257,17.05419,16.59734,16.19714,0.14751603
19.07649,17.74169,17.19911,16.87644,16.71042,0.079233974
18.62409,16.82098,15.88145,15.40483,15.04007,0.07113615
20.54138,18.52694,17.32296,16.81936,16.44818,0.16906375
19.52187,18.45376,18.11963,17.92774,17.7164,0.079915494
18.93597,17.49252,16.7039,16.28946,15.95907,0.0903962
20.1598,18.0076,16.96474,16.48866,16.12529,0.12490718
21.15258,19.16904,17.96402,17.40891,16.92877,0.17106004
20.24435,18.29278,17.36115,16.93349,16.58555,0.1031115
19.42916,18.10099,17.28956,16.82454,16.51349,0.12527388
19.56329,17.36544,16.28684,15.67902,15.29092,0.12888066
18.93336,17.01773,16.17185,15.78157,15.4474,0.07734833
18.62749,16.81153,15.86575,15.421,15.0559,0.06848668
18.92356,17.65753,17.0333,16.5938,16.37023,0.09066308
20.69829,18.64951,17.51807,17.03536,16.72888,0.15616196
19.27364,18.40066,17.7827,17.39641,17.32527,0.12497786
19.15336,16.98016,15.84963,15.35086,14.98468,0.085650615
19.7586,18.03251,16.97292,16.49921,16.16491,0.124387875
18.96889,17.69161,17.04609,16.61684,16.40439,0.09195666
18.84758,17.69106,17.37451,17.09137,16.98548,0.05678617
20.63577,18.78828,17.66228,17.25779,16.89294,0.15064691
19.62346,18.38064,17.67954,17.33051,17.0839,0.12559846
18.87201,17.17778,16.45709,16.10806,15.86409,0.06995203
20.59543,18.61966,17.55759,17.11439,16.74631,0.13479847
18.53632,17.34877,16.90675,16.58715,16.38096,0.057340447
19.22375,18.22343,17.74549,17.41391,17.30711,0.08660357
19.11148,17.72879,16.90257,16.5098,16.20742,0.10776997
19.01054,17.4262,16.6572,16.27706,15.9599,0.07651148
19.68389,17.76153,16.76898,16.35027,15.97775,0.10391435
19.04811,17.28814,16.54117,16.15349,15.96709,0.07629921
19.60991,17.62602,16.50389,16.01572,15.6477,0.12048991
20.88217,18.69765,17.56235,17.1119,16.74026,0.15834889
18.7065,17.03183,16.23503,15.83826,15.57252,0.05429052
20.22659,18.30864,17.13551,16.65572,16.3017,0.16869451
19.93377,18.70632,17.72492,17.27192,16.94577,0.18036622
20.16708,18.34526,17.38353,16.94119,16.64317,0.1144132
20.73251,18.5836,17.53392,17.08604,16.72409,0.13655584
19.84708,17.94867,16.86081,16.39627,16.00661,0.1249766
20.67004,18.79335,17.71366,17.24622,16.90559,0.14277463
18.17285,17.04947,16.64156,16.41829,16.41776,0.042382013
19.89638,17.88524,16.81664,16.36453,15.96384,0.11771452
19.36788,17.56869,16.68063,16.27962,15.98613,0.07827744
20.84112,19.02235,17.81743,17.32254,16.9892,0.18290794
18.57463,16.68492,15.82773,15.44966,15.13481,0.052028395
19.94514,17.92259,16.90963,16.48285,16.10294,0.116991356
19.0721,17.82649,17.41134,17.13219,16.99248,0.055666104
18.7051,17.33144,16.73841,16.40342,16.18309,0.08127537
21.67341,19.15553,17.74666,17.18839,16.80947,0.22751419
16.96389,15.37773,14.64012,14.24619,13.94573,0.029375087
20.39124,18.68557,17.6533,17.09887,16.82443,0.15825024
18.2605,17.20774,16.79591,16.60611,16.49056,0.03589924
19.87913,17.91818,16.93596,16.5365,16.19263,0.10848918
21.40253,19.40461,17.75074,17.14177,16.78016,0.26561654
19.98768,18.01081,16.89685,16.38945,15.95874,0.13516787
21.0976,18.87212,17.62877,17.12635,16.79405,0.187341
20.19386,18.43536,17.51774,17.11101,16.77268,0.10929756
20.33889,18.51167,17.27925,16.78327,16.415,0.18216637
20.69144,18.81797,17.79368,17.35905,17.01395,0.1258946
19.60934,17.717,16.72459,16.30257,15.94439,0.101832666
19.66738,18.28337,17.69874,17.3638,17.044,0.09067434
20.25719,18.36412,17.25467,16.84994,16.51793,0.13470635
20.49601,18.6995,17.67724,17.19853,16.79279,0.13526452
19.67587,18.19735,17.19419,16.65384,16.2874,0.14551516
21.29226,19.14121,17.80702,17.29121,16.92451,0.20490645
21.46887,19.08126,17.89625,17.72851,16.9986,0.1622585
18.31175,16.442,15.5634,15.11939,14.76256,0.06530387
19.80169,18.23786,17.44773,17.04966,16.82054,0.099796645
20.24013,18.18154,17.12539,16.68258,16.30929,0.1307613
20.62123,18.89157,17.684,17.13944,16.73106,0.17567612
20.03585,18.7017,17.71021,17.1614,16.84261,0.16581015
20.61418,18.3796,17.1838,16.67106,16.24992,0.17455532
16.88074,14.92446,14.04383,13.61327,13.25426,0.026612597
20.57193,18.52746,17.48902,17.05332,16.64752,0.1303702
20.52002,18.72848,17.64501,17.18728,16.827,0.14920563
19.44916,18.28207,17.55417,17.13194,16.84786,0.1364212
20.2804,18.69216,17.52339,17.03486,16.70285,0.18871187
16.87124,15.61405,14.98272,14.56879,14.32743,0.03275572
20.26955,18.23143,17.14001,16.65622,16.28721,0.14018172
19.63469,17.74235,16.77242,16.2628,15.79786,0.10159925
20.83342,18.62681,17.39114,16.82559,16.4002,0.18111897
20.06727,18.19406,17.17367,16.73881,16.36486,0.123643674
19.78323,17.69148,16.60878,16.12881,15.72312,0.12502335
20.6324,18.60266,17.41805,16.92974,16.58304,0.15744036
19.12203,17.23143,16.35605,15.94514,15.60448,0.075317614
19.10165,17.30714,16.36951,15.93099,15.56397,0.08222239
19.32005,18.03416,17.64525,17.37053,17.33767,0.0676416
19.52993,17.56138,16.87049,16.184,15.9376,0.084705085
19.54227,18.32208,17.78889,17.38482,17.20636,0.09837808
21.07733,18.85872,17.53013,17.01516,16.65719,0.19517796
20.15602,18.28813,17.31416,16.89226,16.58733,0.1167074
20.10976,18.49699,17.58516,17.07546,16.70234,0.13551939
20.45069,18.80003,17.75763,17.29651,16.92842,0.15903974
21.26612,19.1061,17.81128,17.35243,17.03747,0.19055143
19.4192,17.78418,16.96721,16.59329,16.307,0.08722531
20.46051,18.60668,16.9021,16.29051,15.88194,0.22824943
20.043,18.31771,17.34189,16.96886,16.68436,0.12656918
19.91209,18.31532,17.35674,16.96505,16.60911,0.11275731
19.10544,17.94077,17.52255,17.26519,17.08784,0.0673327
19.37074,17.84599,17.02273,16.56448,16.25393,0.1122305
21.30865,19.20076,17.93764,17.42976,17.11202,0.16586414
17.23507,15.17588,14.21441,13.75862,13.41577,0.04685307
21.05737,19.10351,17.81186,17.26059,16.95731,0.19409908
19.63395,17.6367,16.54152,16.118,15.69061,0.111199714
19.48804,18.48261,17.80287,17.46199,17.30925,0.12517236
18.78873,17.6221,17.17323,16.86708,16.66836,0.0636339
18.9907,17.04632,15.9902,15.5657,15.19754,0.10144441
19.23012,18.06461,17.71522,17.44344,17.24175,0.05434773
19.57722,18.05164,17.37542,16.9566,16.64951,0.0920932
18.4126,16.52526,15.66147,15.235,14.91421,0.058915213
20.20701,18.80371,17.74329,17.22831,16.83949,0.17439796
19.84551,17.92703,16.85699,16.42152,16.10072,0.119467236
19.80711,18.02334,17.18944,16.74158,16.42296,0.08370474
19.71569,18.16449,17.32659,16.88603,16.56492,0.10971758
20.10338,18.16967,17.18631,16.75848,16.39282,0.11227092
19.2427,17.37186,16.50589,16.09499,15.80365,0.06406419
20.85052,18.92384,17.75401,17.27707,16.9505,0.16782884
18.67297,16.9385,16.15873,15.7855,15.49191,0.052244555
18.87926,17.52583,16.8864,16.58581,16.23566,0.07364907
19.35175,17.61091,16.81755,16.41302,16.14946,0.08012672
18.94823,17.79541,17.30729,16.96442,16.81532,0.07027017
18.1838,16.98278,16.52537,16.2408,15.98968,0.045476425
20.4141,18.40234,17.42813,17.00356,16.67197,0.113119625
19.38923,17.51099,16.61577,16.2001,15.85164,0.0823442
20.01727,18.05927,17.20194,16.78153,16.51717,0.081818886
20.3374,18.57887,17.69978,17.22124,16.90632,0.11246096
19.44627,17.97423,17.21276,16.7311,16.40655,0.09259732
18.01122,16.03357,15.05753,14.59797,14.21463,0.06175058
19.1482,17.3898,16.4866,16.0799,15.76267,0.06838522
21.08694,19.09247,17.95919,17.51992,17.15274,0.14286536
20.58255,18.6412,17.56424,17.06896,16.70141,0.14472435
18.65577,17.23976,16.53185,16.15254,15.89257,0.082753986
20.21679,18.29055,17.30724,16.78374,16.38519,0.11814502
20.09839,18.78029,17.59593,17.10776,16.75355,0.18199725
20.18726,18.3149,17.31652,16.88976,16.48641,0.11829186
20.39111,18.39959,17.21296,16.74243,16.39951,0.15837152
17.06554,15.47806,14.68843,14.2717,14.12991,0.02843266
19.88251,18.58692,17.79446,17.35589,17.05823,0.15454485
19.31815,18.06017,17.58761,17.30632,17.16509,0.060387045
17.84761,16.46921,15.85433,15.48235,15.25077,0.04476492
19.88289,18.26906,17.23361,16.78617,16.42807,0.13335901
20.2405,18.50566,16.71874,16.35844,15.79779,0.21709222
20.35334,18.27715,17.15976,16.71136,16.34004,0.14270842
20.3313,18.57857,17.55924,17.11599,16.7581,0.13795714
20.19675,18.27125,17.31876,16.8976,16.57904,0.11139638
24.64213,20.92482,21.04532,19.73582,20.49155,0.12947631
19.58208,18.11266,17.30122,16.89625,16.63228,0.11850808
20.17927,18.16269,17.23201,16.81746,16.45251,0.10115119
17.69794,16.1983,15.49693,15.14221,14.90612,0.050686695
19.28481,18.22574,17.67121,17.29039,17.18448,0.10222364
18.9322,17.71206,17.09062,16.65544,16.38118,0.09428148
20.234,18.45075,17.59969,17.21716,16.90878,0.09154715
20.45348,18.68592,17.56039,16.99447,16.60522,0.16351227
19.78174,18.09089,17.05095,16.48981,16.06672,0.13943456
20.10589,18.45104,17.5222,17.09021,16.6289,0.12513998
18.73954,17.42819,16.93368,16.63644,16.46808,0.052492563
20.11786,18.48366,17.40288,16.9588,16.56632,0.13830104
19.9502,18.31114,17.32106,16.8266,16.47493,0.12669683
19.43126,18.11257,17.41092,17.07153,16.85205,0.09477462
17.63702,15.6913,14.79008,14.354,13.97027,0.055163633
19.425,17.65526,16.74319,16.21538,15.86251,0.099536754
20.82558,18.45887,17.2525,16.78783,16.41317,0.17449452
19.61325,18.15641,17.39383,16.98494,16.68689,0.110787876
19.14152,17.61054,17.06922,16.69965,16.40151,0.07614641
19.59972,17.83207,16.93081,16.48987,16.15005,0.09959362
18.88521,17.00661,16.15533,15.75124,15.42504,0.073615685
20.39009,18.38187,17.43886,17.047,16.65411,0.11041029
18.48929,17.14136,16.70622,16.45296,16.28949,0.04504147
19.75356,17.88063,16.86386,16.38845,15.98477,0.10958228
19.70915,17.78672,16.93006,16.52132,16.22044,0.08610628
20.80728,18.747,17.69193,17.24168,16.88658,0.13726763
18.40418,16.36186,15.34412,14.86798,14.44792,0.061762203
20.0184,17.77304,16.70145,16.19268,15.80891,0.1328479
20.27851,18.45474,17.41709,16.88408,16.44233,0.12652478
19.74314,18.02585,17.14831,16.67767,16.36868,0.095549785
18.23997,16.53814,15.72252,15.27076,14.94345,0.06304955
19.9,18.20769,17.62813,17.31313,17.11244,0.07969441
19.28381,17.47435,16.56029,16.10524,15.74642,0.075788744
20.12576,18.63358,17.80452,17.31646,17.00211,0.11156616
18.50157,17.24823,16.48663,16.08084,15.80524,0.09553643
19.53732,18.18184,17.6409,17.25793,17.14474,0.088587806
20.85717,18.87973,17.71402,17.21986,16.80817,0.15514967
20.12645,17.94192,16.83145,16.36626,16.0304,0.14006701
18.50234,16.57235,15.65032,15.2188,14.9045,0.05965684
20.19337,18.23467,17.3601,16.94406,16.62341,0.09843217
18.94099,17.90702,17.40129,17.05574,16.92852,0.08363018
18.877,17.82002,17.51483,17.17283,17.06179,0.06779328
18.39602,16.59026,15.62277,15.14436,14.73342,0.063189246
18.50409,16.73013,15.87025,15.43526,15.07163,0.060210485
18.39155,16.45998,15.61463,15.2186,14.92475,0.05933324
20.37812,18.31589,17.31076,16.86486,16.57391,0.11943617
20.37189,18.31915,17.11927,16.64869,16.27803,0.16583239
21.76007,19.01154,17.60527,17.0816,16.714,0.2225906
20.62256,18.78539,17.68882,17.16534,16.70445,0.15349592
20.12862,18.14385,17.01865,16.56228,16.30799,0.14295058
19.70921,18.39825,17.59122,17.16808,16.91626,0.14149113
20.20692,18.56883,17.74464,17.32749,17.02808,0.10959601
19.28361,18.02625,17.41131,16.92562,16.64468,0.115963385
17.9869,16.8085,16.26324,15.9765,15.71694,0.04985342
20.05463,18.14635,17.19046,16.71362,16.31327,0.105834
18.85861,17.47824,16.81539,16.48913,16.42873,0.07796526
19.10869,17.4189,16.6251,16.26755,15.96118,0.07375592
19.42039,17.89363,17.08719,16.67646,16.34346,0.09336754
18.92495,17.63211,16.79099,16.33397,16.0844,0.11153033
18.36164,17.16858,16.65579,16.28354,16.07172,0.042921737
18.90213,17.09786,16.1877,15.72649,15.40232,0.07767586
21.8083,20.42653,19.11343,18.61185,17.99674,0.1370424
20.40297,18.50053,17.3063,16.83843,16.4689,0.16233522
21.3187,18.96918,17.50713,16.95213,16.55861,0.23001964
19.56608,18.24287,17.50225,17.09943,16.86605,0.108818226
21.4562,19.02728,17.53308,16.97693,16.62463,0.23137408
20.11148,18.33627,17.27978,16.75184,16.37968,0.13575855
19.37938,17.96419,17.32969,16.99283,16.80011,0.07122325
21.40339,19.08584,17.51804,16.9247,16.56833,0.24490839
20.4592,18.78254,17.87667,17.41256,17.12714,0.13722529
19.79402,18.11366,17.20849,16.79846,16.5101,0.09653456
19.99083,18.27035,17.33685,16.90546,16.54888,0.11293949
19.49351,17.97281,17.12187,16.66692,16.35161,0.10419467
19.74965,17.8426,16.7493,16.27073,15.91478,0.116638936
20.21601,18.41386,17.22449,16.71192,16.36149,0.16932744
20.25202,18.35207,17.37683,16.90556,16.52245,0.11683567
19.14748,18.03794,17.47806,17.11728,16.94503,0.100049675
20.40274,18.51102,17.48377,16.98517,16.6333,0.13453254
19.82158,17.7585,16.7196,16.33558,15.95843,0.10770976
20.28391,17.96945,16.81217,16.32628,15.95371,0.14723521
19.68261,17.98407,17.11693,16.70532,16.38326,0.086222894
19.32019,17.52614,16.61962,16.13223,15.76626,0.09092734
20.05241,18.16289,17.31945,16.9031,16.5804,0.09119763
20.90752,18.7205,17.23863,16.70246,16.36739,0.23112181
19.77301,18.65872,17.86259,17.47099,17.20271,0.16152361
19.40096,18.0041,17.32551,16.8398,16.61494,0.09852245
20.11834,18.62354,17.81016,17.34784,17.04472,0.10605402
20.3551,18.6222,17.66353,17.4157,17.06857,0.09490572
19.42587,18.08401,17.4132,17.00672,16.8621,0.09494754
19.99053,18.5411,17.5646,17.10885,16.83471,0.15407139
20.01859,18.53986,17.82871,17.4745,17.37752,0.0840484
19.87456,18.36413,17.38108,16.93318,16.63193,0.144253
19.84486,18.34418,17.41641,16.94549,16.62376,0.13415897
19.26181,18.02821,17.24836,16.85608,16.60274,0.14479657
20.11938,18.44903,17.67715,17.31341,17.06221,0.092607744
20.46118,18.63529,17.79897,17.36778,17.08171,0.094120204
19.37491,18.02425,17.37375,17.05581,16.80924,0.07608989
20.83885,18.8264,17.77793,17.33644,16.97439,0.1337202
18.39756,16.53813,15.68856,15.23084,14.96347,0.058129095
19.7331,17.80373,16.81829,16.31941,15.91848,0.1099987
19.75381,18.33197,17.32787,16.83372,16.53845,0.14437823
21.18564,19.28805,17.82203,17.28366,16.96951,0.23680522
19.09451,17.67679,16.94798,16.55433,16.26694,0.09829988
20.10463,18.20757,17.22986,16.75777,16.34304,0.115044415
18.02909,17.02753,16.65655,16.37518,16.19551,0.042749815
20.88451,18.97878,17.84473,17.30118,16.88941,0.16285993
19.39879,17.44337,16.49286,16.06919,15.71111,0.080067225
20.70458,19.16693,17.83383,17.32457,16.93376,0.17495939
19.8586,17.90242,16.93501,16.48352,16.12627,0.10557039
18.55845,17.44403,16.97165,16.68618,16.49325,0.04792021
20.46527,18.53332,17.51008,17.06406,16.6796,0.13003193
18.81968,16.65292,15.58257,15.09932,14.74027,0.08247538
19.13479,17.71097,16.95127,16.52236,16.21511,0.100421436
19.30667,17.42231,16.50201,16.04528,15.65199,0.0750311
19.96176,18.31874,17.45332,17.01614,16.7227,0.10347095
18.98475,17.83879,17.60214,17.36266,17.36736,0.060426377
18.40845,17.19024,16.8102,16.54457,16.36602,0.044006363
